,favorites,retweets
7728,37,3
6653,535,66
11313,170,25
1273,208,30
5698,4010,1253
9643,260,54
2796,235,19
6797,16,2
1398,563,56
6615,126,6
3358,73,5
183,696,35
7172,60,5
8069,77,5
8625,599,65
8852,260,21
3563,24,2
9604,669,131
6513,29,0
4567,4,2
9118,166,17
6603,7381,791
9634,38,10
2656,670,46
9859,979,149
4305,9,0
1961,406,86
4992,12,2
4891,106,7
6138,203,61
5815,1004,511
5869,134,18
8598,1012,189
6395,60,28
11263,255,14
6226,406,138
8968,103,1
11856,182,48
8446,177,77
1251,260,47
3176,20,0
5072,12,0
3359,305,22
7107,210,15
7769,134,10
9226,10,0
8708,97,7
10680,295,7
3289,57,3
10722,110,12
10376,633,93
3190,81,2
8018,226,33
11339,2,0
1051,880,128
4069,15,0
7209,60,4
3218,14,1
7882,83,7
272,7592,2213
2042,341,110
4763,30,2
10059,21,6
11585,383,20
10372,260,25
1086,247,50
1473,234,21
8574,1285,36
8484,756,27
2186,473,90
10523,289,38
4322,8,3
8983,1165,136
11801,136,29
5831,95,11
9129,1441,70
10375,375,40
8246,94,1
10139,61,8
4709,19,1
8031,84,1
9681,100,6
11691,72,6
10290,1041,54
3478,6,1
9080,403,15
3924,24,0
1748,374,48
732,293,30
2553,1783,339
7747,0,0
7013,30,9
9178,1658,155
2662,450,81
7717,86,4
8243,139,4
3113,49,0
3303,56,1
6250,342,163
1344,94,11
10984,175,10
1690,196,17
8456,601,72
8679,1723,239
5048,13,3
10827,815,135
3308,22,3
1504,80,9
10874,707,122
1806,128,26
3871,13,3
7624,31,1
3791,92,7
5217,32,6
9690,729,123
11538,236,83
1067,1451,263
8304,164,17
11491,19,0
11434,2342,1056
2696,705,44
6451,492,113
1848,254,105
4512,13,2
11166,213,25
2431,459,69
7403,19,2
4660,29,4
6622,19,2
3435,17,3
7931,17,1
11146,787,79
142,7534,1392
10607,101,7
5586,2009,252
10415,44,2
6992,62,6
7407,319,10
7854,197,60
6804,225,21
6749,12,0
6100,7,0
5290,5740,795
8116,37,1
3409,107,13
1117,720,85
7225,98,31
1756,429,87
497,4813,776
9475,534,71
7356,418,85
870,147,12
3357,22,2
912,136,10
721,51,2
2805,444,39
11816,121,9
886,171,8
11406,78,6
8743,31,1
9870,160,20
9123,298,4
1520,115,9
10328,707,36
2746,435,37
8047,46,3
8185,231,43
314,4547,978
1799,118,24
327,2036,133
11254,330,10
4204,24,5
5850,664,160
6129,145,28
5447,2692,285
3129,37,1
1996,490,114
8845,48,6
3968,37,0
10788,56,1
7825,74,3
1973,109,20
336,2267,294
2764,299,29
9416,279,17
275,4343,1195
2985,29,6
10538,348,37
4620,16,5
6531,475,79
3477,18,0
7444,9,0
3558,14,1
7923,11,0
2809,209,23
10822,325,13
4861,84,5
2334,247,9
8634,777,20
5246,4,1
3416,8,0
307,2433,253
3908,5,0
9530,66,8
348,5294,786
5918,23,0
826,236,34
5296,8626,944
11291,203,50
9567,245,20
4482,14,0
8733,88,7
3682,9,1
8280,271,41
9954,42,1
2053,250,69
7700,28,0
11421,155,25
71,2860,116
8629,2917,694
6855,44,0
10806,390,58
6751,19,2
9023,340,35
8526,63,0
9699,502,24
9522,137,15
5356,3717,480
1666,244,26
5570,3397,349
8469,251,6
52,6800,311
9775,539,55
6263,155,65
1445,161,15
8704,147,4
9185,376,23
8563,854,151
1695,225,27
2892,224,23
11885,74,29
1574,0,0
8833,947,109
3203,52,2
4405,3,0
1630,320,52
9994,43,1
1881,136,29
11789,240,54
5112,43,4
5708,1598,416
5074,17,3
5509,9585,1872
10483,12211,1980
7932,47,3
848,74,4
2924,1231,387
8470,1424,114
8272,118,3
2877,518,58
6367,5,0
9626,394,50
186,8943,1126
3779,27,0
1830,587,150
9774,977,179
2959,34,1
10980,80,10
9864,93,7
6904,21,2
5446,4349,383
6587,128,5
1234,179,21
8339,73,5
3915,105,0
446,3958,1000
8832,522,42
5839,204,74
844,215,27
5201,18,3
10444,198,12
8181,15,2
11488,103,17
10863,473,98
2440,1080,102
3103,88,3
10195,42,3
4774,79,0
8021,94,6
6974,7,0
6094,535,128
1294,104,20
7211,28,0
5518,7983,1237
10708,94,17
5067,38,8
3442,146,12
10027,1213,338
9180,5154,745
10811,1643,103
2837,358,9
776,30969,9517
11548,118,1
11035,156,15
6324,653,591
2153,211,51
5558,1104,191
4920,2,0
7615,206,3
11281,292,34
7850,25,0
3136,56,0
10007,259,24
5462,3043,265
8660,454,30
9635,54,9
3183,33,1
9867,40,11
1943,426,65
10030,47,6
3199,88,1
9345,206,14
1289,394,44
4581,3,2
6335,0,1
2500,4069,743
10613,645,62
11341,895,53
8869,180,11
4106,5,0
4126,39,1
9745,73,6
6933,10,0
3966,18,1
1879,534,153
10084,78,7
11048,344,35
7685,6,0
5457,7606,1689
7309,20,1
3587,67,0
10443,27,1
3865,26,0
2148,231,62
4131,18,1
1036,162,19
636,1822,289
7216,208,18
7821,185,17
4134,25,6
7586,69,6
1083,108,7
6711,62,11
861,435,26
5212,10,2
903,81,8
191,2817,232
109,7325,648
6026,399,149
4455,11,0
1942,389,96
7517,143,10
4331,20,3
10519,401,17
10143,55,11
5927,867,225
2040,474,93
9220,2298,162
8922,1796,78
7631,30,1
4878,23,0
4659,8,0
8086,61,3
5001,7,0
2775,699,89
4145,17,1
2323,973,51
762,416,32
5921,543,166
2617,221,24
2411,1373,72
1094,150,9
6065,110,38
7265,60,3
1546,208,37
4589,27,5
6034,6,0
7934,141,17
6953,264,28
3135,80,10
8060,181,13
5040,9,4
11106,55,16
5428,5103,499
6523,18,2
6419,131,83
10310,507,32
3805,113,5
884,109,10
2654,1018,436
10820,820,161
10074,76,10
6774,169,23
10432,84,9
10974,34,0
464,8315,2347
1257,622,102
9391,649,43
8054,518,45
4274,113,0
7074,19,4
5192,9,1
5630,11673,6434
11513,239,17
6231,64,26
5300,5764,667
2202,225,56
10603,96,5
9878,2010,340
1262,501,38
7591,40,1
7212,41,9
975,187,40
8530,381,15
5866,680,194
4925,353,32
941,385,57
5263,25866,3733
6582,46,4
4723,28,0
2387,734,37
11563,52,6
5021,12,0
7129,11,3
4391,6,0
5148,25,0
9930,12,2
6803,112,6
3221,24,4
3882,9,0
7797,32,5
11218,998,340
1610,227,24
3875,14,0
5953,438,164
2789,3038,1401
944,173,17
10582,1701,362
1857,235,65
10364,19,1
4108,11,2
5213,13,2
10108,388,64
3255,1,0
7323,62,4
2690,259,60
8166,846,33
4627,18,3
10841,38,7
1319,400,39
9006,1093,55
11746,40,8
5162,62,10
8649,3,0
10018,743,204
8882,57,5
1135,36,1
4529,43,2
3475,157,17
3505,14,2
4749,11,2
2477,0,0
7785,234,55
8351,219,15
7086,257,18
9170,6387,643
9230,769,29
4501,1502,177
7639,123,6
11729,74,6
6336,86,33
6982,184,12
7231,15,2
8875,1847,235
1874,345,87
10111,72,8
10234,72,10
11217,795,359
5096,0,0
2904,870,82
570,2265,137
1448,742,85
3414,253,48
9593,307,32
939,371,41
9233,632,82
8700,185,13
11799,297,91
9471,856,179
5841,470,82
6837,15,0
8675,26,0
3226,187,9
11580,319,82
6332,42,15
3978,26,1
4383,85,5
5834,530,156
9411,42,0
9112,93,8
3539,12,1
10369,144,14
10642,369,16
10563,407,23
9427,127,2
5681,2927,1096
2827,1518,83
5780,2014,1092
3634,19,1
4996,108,17
1338,256,39
3262,24,1
8600,2,0
6838,52,4
5089,5,1
5741,1219,406
650,2986,202
6039,6,0
2902,2719,441
2258,330,76
11764,113,25
5395,1083,86
7082,170,12
9257,1283,194
9545,27,3
3521,21,0
2730,657,758
7800,23,1
4478,18,1
5660,3440,1179
1596,230,27
67,4059,100
2584,1151,119
11346,144,16
6281,61,21
3196,35,3
11134,842,158
5327,3574,426
9429,307,21
7632,267,20
1258,987,154
7503,122,4
6350,2,0
10118,89,12
991,278,33
3504,27,0
113,563,65
919,102,6
2509,1028,53
11176,69,6
165,2659,357
6741,34,3
10741,47,2
10753,337,50
10079,51,6
4603,42,4
8759,55,4
10101,123,30
949,87,6
4594,44,2
8261,101,1
3770,25,1
2506,477,46
5107,2,0
2850,58,11
6000,593,353
9357,289,19
11863,19,0
10495,176,24
9876,298,57
4446,12,0
5794,1483,733
9666,889,60
4460,34,1
8892,1247,64
2505,323,12
11541,774,29
6623,396,33
1114,358,33
6942,36,3
9967,35,2
298,6413,721
1675,82,6
3347,135,5
6170,341,127
2735,834,233
5669,518,193
10913,490,72
4988,8,2
10685,39,3
2378,795,82
7431,2,0
7425,4,1
9679,348,58
4325,6,0
4172,28,2
8309,245,36
4550,10,1
9520,144,9
8538,76,7
9515,372,12
2103,707,124
5336,681,39
10302,1555,116
3759,7,0
9289,1208,317
1837,432,117
9554,1816,184
9871,267,16
11238,268,9
5710,1612,683
607,6265,1888
4500,1,0
7036,17,2
1093,242,22
7755,33,2
6718,82,7
9494,1581,253
10646,588,41
4487,20,0
160,3909,739
203,881,62
6483,154,5
3940,18,1
8292,76,12
6103,736,245
4933,9,1
2934,129,14
1814,586,84
2435,1632,216
1230,484,40
10308,2055,200
3046,36,1
5705,971,263
11476,197,15
8108,336,7
10779,49,2
7545,266,40
3988,16,2
4251,7,0
6111,289,115
6828,83,2
9176,292,43
7918,23,2
6204,283,124
3293,9,4
4034,15,1
2725,1203,190
4290,5,0
4334,27,0
2552,57,1
3877,0,0
6205,140,21
7709,26,1
7991,56,12
6879,32,0
7485,46,10
4753,7,0
4886,14,3
857,1188,185
370,1982,74
6539,134,8
9939,38,7
2561,2661,429
3801,83,1
2640,3109,466
5455,3633,323
7947,167,52
4490,10,2
2347,367,44
649,6768,1548
6859,258,11
2781,579,42
8023,15,5
10145,505,68
10311,1026,164
8089,64,2
7207,16,1
5944,412,61
8128,18,1
615,11278,3249
10024,184,57
2575,3579,590
53,3988,343
8499,117,6
3340,14,0
9033,276,15
1705,276,31
10759,1460,221
8851,40,1
8641,844,149
1493,246,28
5876,732,209
11844,71,5
7998,355,41
803,275,59
4953,15,3
1812,408,168
9071,186,4
990,108,18
2774,3003,287
9346,57,5
2448,1823,66
3513,13,0
10617,472,64
9970,412,57
219,1688,193
8460,505,9
1288,760,119
3163,90,4
4678,5,0
2618,936,39
3612,23,1
43,8171,122
9513,704,48
8842,94,12
8699,500,40
3792,6,0
3571,11,0
11864,132,13
1503,347,35
7889,39,0
11685,214,34
7596,19,2
3439,9,0
1892,445,91
11454,422,101
11081,74,17
9034,1326,121
5255,921,75
1955,599,107
11195,115,2
5167,4,0
4814,98,3
3575,27,1
6460,234,172
1505,341,18
8235,110,5
670,7622,745
6491,27,2
7048,6,0
9746,230,28
10581,105,7
1085,137,17
897,141,11
3306,51,1
7838,288,87
6239,27,11
2666,320,60
7646,61,5
3193,33,6
2890,802,95
6003,223,88
9083,1359,70
8067,140,13
2621,218,28
9266,878,132
6202,572,216
9186,918,156
8631,155,9
8332,103,3
5813,68,8
2,5028,223
5970,362,82
2370,2013,557
3804,24,8
1769,412,59
10098,21,4
8369,35,1
6079,321,143
531,1658,95
10241,147,17
10276,1017,25
6476,37,0
6977,207,60
10593,70,5
10066,115,25
3120,27,1
10714,70,4
6259,926,582
731,291,17
3406,41,3
2339,1418,138
5991,17,3
6328,3,0
2798,970,97
8252,204,6
2565,406,28
2581,538,29
9717,69,9
8827,222,20
9015,1295,57
7781,89,10
383,2006,414
10659,3263,396
11253,71,7
1255,135,12
2104,405,113
11044,420,75
9863,54,12
8498,279,24
10868,64,9
4994,20,2
10652,534,7
8916,1382,34
5057,8,1
658,3863,642
4434,19,1
3484,11,1
11282,330,27
5318,10399,1504
3816,72,0
6773,64,7
8114,838,27
10577,194,14
2546,313,10
7876,554,64
6479,182,13
1621,223,61
11198,124,11
7260,339,20
3904,5,0
1847,524,391
10576,272,24
1096,363,46
6811,133,19
8584,32,7
10936,3518,1359
11269,85,8
5499,9016,709
10988,326,18
2463,2005,187
10498,44,9
3700,13,2
6684,17,2
9099,1528,130
11680,139,64
1788,347,79
250,6829,877
7704,21,0
6314,312,208
9251,430,35
3645,5,2
1776,153,45
192,1268,80
820,208,38
11443,501,71
8097,66,4
10639,148,3
8098,473,5
8419,675,65
4400,2,0
9038,109,7
5388,939,161
4166,40,0
10330,536,35
11121,71,7
4951,10,1
2687,418,35
4390,16,1
11225,236,24
3388,5,1
4927,6,0
8844,25,0
5552,1636,92
2607,133,18
10086,25,3
238,4395,330
4015,11,1
11007,189,22
2977,16,1
8093,524,77
7816,27,1
9484,367,15
11775,172,38
5473,3281,345
945,123,6
8617,396,23
9428,4166,546
5097,7,0
8615,686,50
6055,38,15
6473,81,8
8891,2946,384
8217,651,57
3552,64,4
11851,98,8
3360,5,0
7342,39,4
7883,85,1
5628,6720,970
2410,705,70
7751,7,0
5783,1064,343
4507,6,0
10042,322,79
3982,12,0
8223,234,33
146,10250,2448
8071,443,39
6901,59,3
8788,918,103
2294,1665,246
2253,462,106
7178,26,0
3611,33,0
5353,5595,810
1736,318,59
8269,570,63
9415,3246,601
114,4633,75
10528,169,8
6126,709,202
8020,117,12
11260,344,36
10859,401,46
498,479,42
7081,236,16
6559,241,23
6378,252,96
4733,7,2
720,61,3
7581,137,47
4384,52,2
10508,82,4
8115,52,0
5725,2212,497
3089,24,0
10022,609,67
11545,93,15
484,3741,452
4545,21,2
596,4637,541
10795,279,16
8412,37,6
8515,807,60
5164,0,0
10860,3413,373
1647,204,32
4590,37,7
7539,44,5
8965,43,0
6815,43,1
2700,2392,343
11207,137,6
1700,297,32
10621,2621,717
5404,906,93
9147,527,15
2773,94,1
2942,328,12
6968,257,9
6557,84,8
8359,12,1
6219,527,186
2512,132,5
86,7142,1154
7593,38,4
2308,1815,293
2677,3089,1094
9749,214,48
9726,147,22
10397,41,1
2594,537,71
11266,69,7
9627,781,159
1029,94,8
136,3173,524
6972,30,8
1236,215,24
7024,78,6
6240,236,82
8449,166,30
2854,402,35
4409,2,0
7529,20,1
1200,100,6
6121,171,97
4717,7,0
11309,61,6
7556,24,1
8749,1381,100
566,5009,111
9173,496,66
5933,483,238
5430,6953,1067
5868,1430,724
6296,799,562
3927,11,0
6195,277,107
8387,336,16
10421,251,36
10117,57,16
8731,2671,440
9480,365,35
3606,26,2
10587,238,64
9820,300,55
2330,2958,394
3515,103,32
2187,462,135
195,5225,786
9171,477,79
10635,197,12
5059,14,3
802,672,51
7762,41,7
5715,3199,1655
10192,23,5
2668,1698,300
8282,824,68
6598,91,16
241,3879,1058
2068,3198,1796
9456,573,55
8200,89,3
10676,654,138
644,4202,279
11141,721,72
5103,33,9
5460,9659,1561
7205,8,2
1637,318,34
7552,10,0
120,2712,462
5873,577,151
2981,56,1
5069,4,1
3074,112,7
10604,119,7
7296,77,11
3278,40,2
7131,5,0
2135,39,14
9784,524,108
4970,11,2
10650,296,39
134,2609,334
4351,5,0
7381,24,5
6915,76,6
5324,7355,601
8331,44,1
11459,230,21
8457,128,2
2559,825,20
7829,651,100
62,3866,351
9466,70,7
11828,67,8
1358,525,91
8715,522,108
8626,268,5
11222,193,60
3697,32,5
2467,719,84
679,2981,189
2041,180,57
741,176,31
5307,5297,389
6266,10,1
8849,702,182
3641,40,2
444,1485,257
10651,95,6
11064,87,6
3258,37,0
4663,15,1
1873,124,28
4744,11,0
2596,448,116
1717,663,195
2912,401,50
2843,1129,194
4027,28,1
5488,4510,817
10255,1094,147
7786,22,1
4485,25,0
2556,771,170
10989,422,79
6864,44,2
489,2302,350
493,3275,799
690,1195,67
9988,29,2
3821,7,0
602,2372,264
1911,748,100
1014,287,34
8441,93,4
869,134,16
1993,3,1
8176,1146,178
3757,78,0
6647,36,4
10113,125,20
2366,719,71
7610,374,29
5283,4552,356
4370,29,1
2686,48,4
1573,359,72
1361,293,37
8565,0,0
1526,192,35
1327,161,17
1629,495,49
11578,202,12
1551,275,42
8517,1115,44
11514,278,27
1337,368,46
3901,6,0
3010,24,1
5041,13,3
10987,343,92
2250,161,35
8918,917,75
9445,282,32
5039,13,2
2346,680,175
11029,286,25
5485,25149,7252
10537,217,34
2784,3093,277
5694,1887,469
5119,19,3
5166,3,0
5555,820,80
5599,3211,827
1134,153,14
150,4108,568
2804,1683,364
368,3823,426
2086,246,35
3751,96,17
5612,3378,446
2259,785,173
4017,5,0
8425,118,2
1064,108,10
2424,452,84
4138,85,3
3856,358,20
859,334,18
5367,1396,239
2962,51,7
10313,721,31
9213,341,27
10170,212,24
4739,57,6
10205,174,18
4462,71,7
5528,442,46
10076,46,7
1364,97,15
10499,61,9
1779,133,37
8273,709,71
4785,36,3
2101,82,29
1818,364,78
369,4130,543
4937,37,1
2704,1579,284
5285,655,49
175,2344,70
6405,369,187
9640,88,8
7071,23,4
9309,519,24
2093,511,217
11407,279,13
10094,69,6
3491,123,39
7817,37,1
1920,115,68
82,11433,541
7331,34,9
7304,203,6
816,179,27
10215,1026,94
1091,354,29
4396,13,2
2928,274,52
5568,4773,1040
283,4457,532
6124,843,290
4120,3,0
11700,110,6
609,6794,2083
2915,1269,51
1813,213,89
1271,368,38
7034,84,7
9646,400,60
11409,39,1
2994,23,4
11673,225,31
7482,38,2
7246,81,9
8821,399,33
6409,54,21
6104,400,218
9858,77,4
2642,752,178
8719,1489,137
8278,630,85
4508,17,1
2305,135,5
8681,408,41
9957,294,51
4195,18,2
5562,6502,1842
4840,13,1
7493,120,26
4655,69,4
11660,198,41
9697,291,42
4168,8,0
3849,21,0
11704,260,62
9971,71,8
5253,1602,143
11350,296,83
7061,19,2
11376,216,46
7476,115,8
5533,2436,369
8001,98,20
2414,628,118
3554,17,0
4691,1,0
4498,12,1
7275,32,6
2195,348,74
5045,0,0
2600,934,324
11759,273,8
6163,16,0
6373,76,20
1518,99,6
4764,5,0
4314,73,1
3366,23,2
7606,31,4
6058,234,90
10496,140,13
8739,400,37
6309,305,181
2633,1897,272
7959,7,0
5755,640,219
5633,11550,2072
9723,87,15
5922,427,81
7512,51,3
11056,111,11
10448,283,36
2434,902,338
7162,51,6
9822,56,5
3275,69,6
8995,662,78
8763,221,7
6064,649,163
4520,19,3
5587,1867,308
3545,128,11
7249,20,2
1988,438,131
8487,47,4
10465,180,12
5531,7273,790
5444,1567,179
7737,52,8
517,5790,560
6160,197,49
8929,61,6
10784,1263,117
9598,1432,203
8618,2663,232
4456,17,3
2761,109,13
6481,154,12
5911,608,311
10724,371,62
6547,341,47
4855,13,1
7644,32,3
10527,2630,221
6358,431,95
2438,458,33
3765,28,0
6432,147,40
7846,584,118
8488,317,16
10658,436,16
6340,79,20
4821,4,3
18,1753,157
3560,6,0
3951,18,0
49,4353,488
11765,209,28
887,251,21
6261,6,4
7236,33,5
6989,9,0
6043,351,222
3168,8,2
2949,1140,245
1424,169,29
139,3848,540
3197,16,0
5131,17,3
112,742,41
8160,99,22
10309,343,5
4559,0,0
4595,13,0
4690,3,0
7951,8,0
3277,27,0
4068,20,0
4408,55,7
9684,467,58
10198,139,17
451,3718,1267
7262,69,1
3731,15,1
7256,45,1
10633,203,16
4986,13,2
3663,14,2
2763,1924,231
8772,183,5
1855,400,139
999,64,6
389,6,0
6426,175,49
1476,139,15
2240,648,120
10855,214,18
8112,45,1
992,623,53
7032,25,1
4997,6,3
3922,14,0
2972,5,0
6871,20,1
8993,1072,79
4769,8,0
1293,1478,217
4173,5,0
2535,1083,126
10846,94,14
1907,125,42
9853,207,17
11280,288,51
6033,25,12
7619,22,1
1151,201,31
1567,371,37
3171,40,7
7106,28,3
4160,5,1
4287,9,0
2230,224,34
174,2569,160
1903,196,110
8748,40,1
3408,24,3
1538,567,57
2292,1555,352
1363,287,26
4357,10,0
5260,11752,1174
10373,218,26
9044,239,10
680,2890,330
9410,3550,536
3664,5,0
1661,343,39
508,2769,450
166,3660,793
9975,49,6
9912,110,6
7365,33,1
1914,380,137
7263,151,6
11450,348,46
11587,172,17
7361,221,14
1104,487,23
9334,39,3
5310,7712,1701
9000,495,19
5754,2968,2250
152,2039,34
9453,154,28
5679,2799,605
10850,1024,202
3551,39,4
3722,47,4
4538,1,1
8872,5,0
1991,2886,931
10461,163,10
5141,9,1
3811,12,1
10341,109,15
3450,7,1
4591,13,4
7352,66,4
205,4856,873
6680,34,2
2749,1046,157
1849,288,147
10767,57,3
3240,60,2
9451,689,115
3109,8,0
5934,1217,539
5810,726,250
5634,164,18
4307,41,5
3156,120,7
6534,79,13
10322,580,14
9851,126,23
3832,16,2
10931,626,67
4776,66,7
7997,34,1
4276,8,0
8462,512,129
11403,188,3
278,3305,613
6771,69,5
7415,62,6
3252,16,0
8509,224,51
11169,171,15
289,2928,507
3075,11,1
8612,1121,157
10899,358,59
270,4534,1137
4570,9,1
10424,164,21
6696,35,2
4316,6,0
3180,11,0
1422,174,24
8275,43,1
9398,1083,203
4557,52,6
7812,18,0
6297,188,55
8723,1463,52
11522,56,2
1132,227,31
6242,378,198
9039,129,13
11273,701,70
7423,21,4
8673,103,15
8581,501,16
5520,1945,245
10338,32,1
10403,233,12
3786,25,0
8862,971,231
8345,79,2
2161,2311,446
3008,5,0
1105,136,16
11838,78,6
692,3890,668
4956,6,2
8307,311,23
4369,11,2
2765,1909,299
3929,3,0
10864,468,84
11677,94,9
7778,39,3
628,12281,3341
2451,70,4
3824,28,0
10664,1539,150
3743,60,0
2176,541,108
6689,28,3
3318,48,2
8643,63,1
7432,6,0
2787,1658,230
1196,112,12
1676,168,17
3947,10,0
7618,216,17
4444,21,5
5722,1779,848
10069,293,27
2369,1126,38
4967,14,0
2217,431,79
8148,56,0
3326,25,5
9491,183,19
3583,94,0
11616,219,11
11678,89,11
3619,3,1
6217,508,173
2468,783,87
8277,92,2
10052,52,0
5973,276,51
3667,24,4
5158,10,0
7594,91,1
6976,8,0
3423,22,1
8199,65,11
2409,254,15
3212,3,0
5366,2156,268
8863,1139,75
6593,57,1
2895,2109,161
10394,1113,74
10943,358,16
3642,26,2
10258,272,13
9969,55,5
11515,229,38
10648,727,63
11776,84,8
5451,2610,347
7160,23,2
7866,98,7
2743,1569,234
4958,6,0
6474,71,5
7888,54,2
492,1517,131
1116,171,10
5637,10395,3409
10431,457,56
11733,67,6
8823,210,25
10226,157,1
6589,23,3
10771,132,12
7557,167,25
10295,1093,186
5241,29,8
10979,427,103
2783,277,37
8769,81,5
1696,196,19
5685,955,246
2295,950,95
5939,217,56
7763,99,9
3313,71,5
4781,2,1
8350,41,2
8874,783,41
7605,55,2
215,912,31
6707,20,5
9797,644,69
10848,41,8
3483,4,2
7006,213,9
5102,3,0
6599,32,5
3764,25,1
6410,223,144
9030,9,0
25,3732,205
7659,82,8
10355,148,15
10932,174,10
10238,383,19
6683,105,12
9779,824,206
9195,459,86
11466,166,4
9844,347,72
1102,106,8
3276,25,1
5345,718,79
10777,255,41
8386,88,5
11205,379,27
11880,121,61
2207,386,68
4552,48,4
4402,12,1
7395,91,16
3718,21,0
972,180,16
4579,18,6
6516,162,3
719,224,7
6155,285,118
11208,1,0
2803,2359,834
2566,349,40
4025,38,3
6198,301,137
8224,175,7
10494,324,5
4063,0,0
2792,822,40
2222,388,71
5818,597,242
3866,84,6
10103,151,20
10291,2195,82
3227,6,3
4214,6,1
3923,32,1
10004,356,26
1401,346,45
7703,19,1
4979,18,1
3253,36,0
11299,226,12
2661,937,192
2158,290,87
8088,335,12
674,1372,58
9063,115,19
7011,37,4
8751,223,9
3841,11,1
1815,289,76
9893,94,10
11694,207,9
2100,401,67
10467,48,8
6708,7,1
1673,143,22
4213,2,0
8664,1449,175
1548,281,20
8613,63,4
8547,1,0
5184,60,6
1461,214,34
11154,129,29
3220,20,3
10880,108,11
7170,51,14
7430,35,2
1751,646,87
3976,89,17
8353,106,3
1772,459,91
2016,139,105
2005,87,15
3893,31,0
3237,18,1
4424,47,5
2257,3,1
4072,1,0
5574,1632,335
11297,82,3
5355,10403,1888
8418,137,4
6093,457,187
7935,47,5
11588,82,8
1519,266,31
9725,72,9
1378,246,37
5672,2874,1211
2587,2743,487
11605,63,11
5621,10105,2208
9944,671,24
10935,100,3
5842,153,41
7122,32,2
5832,1139,487
4888,0,0
5904,28,3
522,3892,293
8043,511,192
3607,19,1
234,4444,1195
3796,45,8
6318,130,57
7094,66,7
1948,412,114
6361,238,39
6091,1090,227
10791,92,9
2224,158,45
5571,1518,265
4523,18,0
5793,1466,391
10438,43,0
5738,5284,4153
2624,2102,426
4728,36,3
7818,298,105
11785,132,9
10830,81,6
8864,1608,131
2437,517,34
6056,328,124
6352,110,50
3167,6,0
1809,140,71
9632,1022,73
7161,24,3
5086,13,4
9587,435,37
7016,36,5
9286,243,23
4945,13,2
6046,217,46
11317,125,23
6919,149,34
5590,2692,590
7226,16,1
1228,426,44
9177,102,3
6846,680,38
8244,226,30
6555,22,5
159,1500,92
1589,193,37
11697,156,48
11271,255,34
11250,128,1
11089,253,18
6687,11,0
11102,286,16
8973,25,3
7480,52,6
11183,324,39
1556,245,48
2828,1553,435
436,5391,379
5789,785,192
11323,294,50
1588,648,81
7398,210,4
2780,345,25
10669,641,76
5686,1844,549
3965,9,0
4727,23,2
1238,338,24
2951,12,0
8695,1122,139
9846,209,12
1497,204,23
6465,6,1
7355,142,10
7823,315,26
7547,101,16
7913,47,6
10171,234,23
5185,82,14
5647,3125,778
11163,48,12
5242,19,0
2130,107,38
2092,618,137
5409,578,78
187,3872,239
7938,49,4
3655,24,2
3426,282,16
9137,1356,241
1381,482,66
9301,232,9
8605,1,0
7427,22,1
5037,26,1
4897,6,0
3175,32,9
11570,244,29
8448,357,43
11766,110,33
10240,424,53
2235,220,59
8068,31,3
4236,8,0
8839,529,22
9119,242,27
24,2063,180
3363,8,1
1088,171,10
10875,541,89
2841,233,22
7537,60,1
7470,30,0
11072,98,7
4152,0,0
695,226,27
10911,701,29
6337,81,27
1227,428,61
1999,604,96
276,4467,451
5929,479,110
2953,5,0
3637,4,1
3906,127,5
4778,28,3
5845,690,336
11526,35,2
4117,35,6
1137,219,32
2767,594,85
8182,159,1
9447,1134,98
7661,26,5
8858,333,37
2490,2409,1395
11505,298,179
7742,508,47
3935,23,0
2384,1993,254
8016,32,0
7084,75,7
115,4553,1212
1863,312,89
3119,7,1
4258,132,2
10967,341,14
2819,877,89
9084,247,3
8948,1441,362
10792,82,4
4699,0,0
3802,2,0
6068,6,1
3536,9,1
3825,5,1
6642,21,2
10947,306,25
1946,403,88
10370,437,108
10770,108,13
9909,382,24
7269,747,53
9295,223,10
7929,5,1
7166,50,2
6963,159,29
5867,621,386
4761,1,0
882,303,35
557,5402,257
9651,240,45
1207,551,62
7684,46,3
9205,1614,292
6538,344,55
3211,25,4
3630,12,0
1708,327,60
8458,72,3
1140,376,53
3162,26,2
6207,162,49
3730,52,2
2660,235,45
1307,168,31
2567,444,51
2834,3380,566
11374,88,12
2151,353,119
9293,414,38
3835,85,8
11523,54,6
9133,105,4
9769,183,19
5004,23,8
6626,80,4
1627,311,47
9523,774,56
11658,50,6
358,4863,958
138,7124,457
8491,1242,29
382,6122,1632
8985,463,17
4857,19,1
11412,118,32
1439,224,42
946,196,21
5498,16488,2316
4916,31,7
8556,1939,130
1932,247,163
2352,605,70
3236,172,20
9835,331,59
3807,26,3
1936,143,55
11235,113,13
4154,35,0
2416,330,9
9121,397,40
6139,253,63
785,11639,3812
6789,48,2
8036,26,3
8315,146,16
11243,67,14
5668,66,28
2172,650,116
2169,332,67
6628,277,66
4009,94,6
4340,39,6
910,63,1
6268,280,175
2309,1204,134
6591,54,11
4458,41,1
7597,109,8
10553,104,9
11090,641,55
4652,3,0
6218,86,30
442,1531,77
3415,50,3
10388,1025,53
9132,1528,163
9335,77,7
5744,2150,631
1054,744,84
3699,113,2
929,237,27
6468,264,75
8767,226,2
1829,239,74
9212,2632,377
9683,51,8
2011,98,24
913,277,36
7611,46,2
11718,89,19
